SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
2,-122.3355865,47.60398224,1136,320869,322369,E937087,Matched,Intersection,29622,1ST AVE AND MARION ST, ,,2,Injury Collision,Left Turn,2,0,0,2,2019/07/02 00:00:00+00,07-02-2019 07:20,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3037184,47.60851477,1137,330896,332396,EA30134,Unmatched,Block,,22ND AVE BETWEEN E CHERRY ST AND E COLUMBIA ST, ,,2,Injury Collision,,2,0,0,0,2020/04/17 00:00:00+00,4/17/2020,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.2721868,47.54158539,1138,47600,47600,2026162,Matched,Block,,RAINIER AVE S BETWEEN S HOLLY ST AND S WILLOW ST,,,1,Property Damage Only Collision,Other,3,0,0,2,2005/08/25 00:00:00+00,8/25/2005 7:05:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5237023,,21,One car entering driveway access,0,0,N
1,-122.3255215,47.61465226,1139,1045,1045,3615253,Matched,Block,,SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/24 00:00:00+00,3/24/2013 2:30:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
1,-122.3041712,47.70118958,1140,21700,21700,C627948,Matched,Block,,NE 100TH ST BETWEEN 21ST AVE NE AND LAKE CITY WAY NE,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/01/18 00:00:00+00,1/18/2004 2:35:00 PM,Driveway Junction,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Overcast,Dry,Daylight,,4018026,,50,Fixed object,0,0,N
1,-122.3415138,47.53992355,1141,330817,332317,EA29743,Matched,Intersection,34087,SW MYRTLE ST AND WEST MARGINAL WAY SW, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2020/04/17 00:00:00+00,4/17/2020 7:19:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.351724,47.56030603,1142,69200,69200,2609209,Matched,Block,,WEST MARGINAL WAY SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,,,2,Injury Collision,Other,1,0,0,1,2007/11/21 00:00:00+00,11/21/2007 9:58:00 PM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Dark - Street Lights On,,7325037,,50,Fixed object,0,0,N
1,-122.312733,47.6190908,1143,25600,25600,1217332,Matched,Block,,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/08/13 00:00:00+00,8/13/2004 8:00:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Daylight,,4226003,,32,One parked--one moving,0,0,N
1,-122.3114702,47.61350755,1144,54400,54400,C668722,Matched,Block,,16TH AVE BETWEEN E UNION ST AND E PIKE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/05/14 00:00:00+00,5/14/2006 10:30:00 AM,Mid-Block (not related to intersection),12,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,6134031,,32,One parked--one moving,0,0,N
1,-122.3450853,47.73306346,1145,1318,1318,3501984,Matched,Block,,AURORA AVE N BETWEEN N 143RD ST AND ROOSEVELT WAY N, ,,1,Property Damage Only Collision,Rear Ended,5,0,0,3,2013/03/28 00:00:00+00,3/28/2013 4:30:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3024334,47.60215623,1147,42500,42500,C651032,Matched,Block,,23RD AVE BETWEEN E YESLER WAY AND E FIR ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2005/06/13 00:00:00+00,6/13/2005 7:10:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Unknown,,5164050,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3289545,47.60133187,1148,31100,31100,1777033,Matched,Block,,4TH AVE S BETWEEN 4TH AVE AND S WASHINGTON ST,,,2,Injury Collision,Sideswipe,3,0,0,2,2004/02/23 00:00:00+00,2/23/2004 2:04:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4054023,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3113893,47.57250921,1149,1255,1255,3617283,Matched,Block,,17TH AVE S BETWEEN S HINDS ST AND S SPOKANE ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 7:00:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Unknown,Dry,Unknown,,,,32,One parked--one moving,0,0,N
1,-122.3334303,47.60833603,1150,40000,40000,1933078,Matched,Block,,5TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2005/06/07 00:00:00+00,06-07-2005,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Raining,Wet,Daylight,,5158022,,71,Same direction -- both turning right -- both moving -- sideswipe,0,0,N
1,-122.3200751,47.60269211,1151,1287,1287,2620705,Matched,Block,,E FIR ST BETWEEN BROADWAY AND 10TH AVE, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/26 00:00:00+00,3/26/2013 9:00:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3065119,47.66396513,1152,320845,322345,E919481,Matched,Block,,20TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2019/04/22 00:00:00+00,4/22/2019 3:09:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Raining,Wet,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.2864886,47.5601082,1153,70600,70600,2797408,Matched,Block,,RAINIER AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,,,2,Injury Collision,Rear Ended,4,0,0,2,2007/12/22 00:00:00+00,12/22/2007 12:59:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Wet,Daylight,,7356028,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3821336,47.6701801,1154,65700,65700,2795194,Matched,Intersection,25138,20TH AVE NW AND NW 57TH ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2007/06/29 00:00:00+00,6/29/2007 6:04:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,7180043,,10,Entering at angle,0,0,N
2,-122.3607427,47.70239956,1155,1310,1310,3507863,Matched,Intersection,37116,3RD AVE NW AND HOLMAN RD NW, ,,2,Injury Collision,Angles,5,0,0,2,2013/04/01 00:00:00+00,04-01-2013 19:41,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dusk,,,,10,Entering at angle,0,0,N
1,-122.3415411,47.61278151,1156,40900,40900,1907779,Matched,Block,,3RD AVE BETWEEN VIRGINIA ST AND LENORA ST,,,1,Property Damage Only Collision,Rear Ended,4,0,0,2,2005/05/18 00:00:00+00,5/18/2005 10:38:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Wet,Dark - Street Lights On,,5138056,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2801723,47.70890461,1158,330909,332409,EA30282,Matched,Intersection,36784,SAND POINT WAY NE AND NE 110TH ST, ,,1,Property Damage Only Collision,Left Turn,4,0,0,2,2020/04/20 00:00:00+00,4/20/2020 4:17:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3018648,47.71931617,1160,112200,112200,3333776,Matched,Intersection,36606,25TH AVE NE AND NE 125TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2010/01/07 00:00:00+00,01-07-2010 10:20,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,10007007,,10,Entering at angle,0,0,N
1,-122.3915083,47.66946128,1161,20100,20100,1473746,Matched,Block,,NW 56TH ST BETWEEN 26TH AVE NW AND 28TH AVE NW,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/03/20 00:00:00+00,3/20/2004 10:25:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4080013,,32,One parked--one moving,0,0,N
2,-122.2848411,47.52138488,1163,330898,332398,EA30203,Matched,Intersection,35371,38TH AVE S AND S BARTON ST, ,,2,Injury Collision,Angles,2,0,0,2,2020/04/20 00:00:00+00,4/20/2020 6:48:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3263605,47.59919276,1164,48100,48100,1316838,Matched,Intersection,30511,6TH AVE S AND S JACKSON ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2005/06/08 00:00:00+00,06-08-2005,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,5159022,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3002224,47.68304753,1165,1054,1054,3501509,Matched,Block,,NE 75TH ST BETWEEN 25TH AVE NE AND 26TH AVE NE, ,,1,Property Damage Only Collision,Right Turn,3,0,0,2,2013/03/26 00:00:00+00,3/26/2013 4:07:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,16,From same direction - one right turn - one straight,0,0,N
1,-122.2859975,47.61339335,1167,330945,332445,EA30700,Matched,Block,,37TH AVE BETWEEN E UNION ST AND E PIKE ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2020/04/22 00:00:00+00,4/22/2020,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Other,Unknown,Unknown,,,,32,One parked--one moving,0,0,Y
1,-122.3021356,47.55849922,1168,51600,51600,2059498,Matched,Block,,S FERDINAND ST BETWEEN 24TH AVE S AND 24TH PL S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/05/28 00:00:00+00,5/28/2006 3:00:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,6148025,,32,One parked--one moving,0,0,N
2,-122.2700009,47.51865295,1169,38100,38100,C650289,Matched,Block,,51ST AVE S BETWEEN S FLETCHER ST AND S CAMBRIDGE ST,,,2,Injury Collision,Rear Ended,4,0,0,4,2005/05/18 00:00:00+00,5/18/2005 1:00:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Wet,Daylight,,5138086,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,,,1171,102200,102200,3274751,Matched,,,,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Sideswipe,2,0,0,2,2009/05/06 00:00:00+00,05-06-2009,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Unknown,Unknown,Unknown,,9126050,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3228505,47.73404704,1172,203800,203940,E453178,Matched,Block,,NE 145TH ST BETWEEN 5TH AVE NE AND 6TH AVE NE, ,,1,Property Damage Only Collision,Other,1,0,0,1,2015/08/12 00:00:00+00,08-12-2015 17:22,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear,Dry,Daylight,,,,50,Fixed object,0,0,N
2,-122.3316799,47.53359768,1173,171000,171020,3616526,Matched,Block,,WEST MARGINAL SB WAY S BETWEEN S HOLDEN ST AND KENYON OFF RP, ,,2,Injury Collision,Rear Ended,3,0,0,3,2014/05/21 00:00:00+00,5/21/2014 9:35:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.332162,47.54538813,1174,80100,80100,2892253,Matched,Block,,EAST MARGINAL WAY S BETWEEN S FRONT ST AND S MICHIGAN ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2008/03/31 00:00:00+00,3/31/2008 9:58:00 AM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,8091014,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3068485,47.69123617,1175,148200,148220,3206155,Matched,Intersection,37769,20TH AVE NE AND LAKE CITY WAY NE, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2013/06/15 00:00:00+00,6/15/2013 3:25:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3619871,47.68766278,1176,84800,84800,3287003,Matched,Block,,NW 81ST ST BETWEEN 3RD AVE NW AND 6TH AVE NW,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2008/11/03 00:00:00+00,11-03-2008,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dusk,,8308048,,32,One parked--one moving,0,0,N
1,-122.3855774,47.55209117,1177,128700,128700,3380236,Matched,Intersection,32804,42ND AVE SW AND SW FINDLAY ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2011/07/18 00:00:00+00,7/18/2011 9:15:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dusk,,11199015,,10,Entering at angle,0,0,N
1,-122.3401308,47.51727252,1178,210900,211140,3587986,Matched,Intersection,34984,OLSON PL SW AND SW ROXBURY ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2016/01/07 00:00:00+00,01-07-2016 07:45,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3057276,47.54956729,1179,76500,76500,2828724,Matched,Block,,S KENNY ST BETWEEN 21ST AVE S AND 22ND S AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2007/12/18 00:00:00+00,12/18/2007 5:45:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,7352022,,32,One parked--one moving,0,0,N
1,-122.3699085,47.52557319,1181,174500,174520,3644788,Matched,Block,,29TH AVE SW BETWEEN SW CLOVERDALE ST AND SW TRENTON ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2014/08/21 00:00:00+00,8/21/2014 10:30:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
2,-122.3386774,47.55659137,1182,267400,268180,E761816,Matched,Block,,EAST MARGINAL WAY S BETWEEN S HUDSON ST AND S DAWSON ST, ,,2,Injury Collision,Rear Ended,7,0,0,4,2018/01/22 00:00:00+00,1/22/2018 8:43:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Wet,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3729259,47.64847518,1184,203300,203440,3789376,Matched,Block,,W DRAVUS ST BETWEEN 12TH AVE W AND 13TH AVE W,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Angles,2,0,0,2,2015/09/24 00:00:00+00,9/24/2015 9:30:00 AM,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,Y,N,Unknown,Unknown,Unknown,,,,10,Entering at angle,0,0,N
1,-122.3406718,47.66067269,1185,142800,142800,3501526,Matched,Intersection,26792,INTERLAKE AVE N AND N ALLEN PL, ,,1,Property Damage Only Collision,Angles,4,0,0,2,2013/02/22 00:00:00+00,2/22/2013 9:25:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,13053029,,10,Entering at angle,0,0,N
1,-122.295319,47.71913381,1186,133800,133800,3333939,Matched,Block,,LAKE CITY WAY NE BETWEEN 31ST AVE NE AND NE 125TH ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2012/03/21 00:00:00+00,3/21/2012 4:35:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,12081011,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3278749,47.61707009,1187,107400,107400,3559477,Matched,Intersection,29848,MELROSE AVE AND E OLIVE PL,,,2,Injury Collision,Cycles,2,0,1,1,2010/12/02 00:00:00+00,12-02-2010 08:28,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,Y,10336004,,45,Vehicle - Pedalcyclist,11522,0,N
2,-122.2980618,47.58760704,1188,192500,192580,E421010,Matched,Block,,M L KING JR WAY S BETWEEN S MASSACHUSETTS ST AND S GRAND ST, ,,2,Injury Collision,Head On,0,0,0,2,2015/04/24 00:00:00+00,4/24/2015 10:46:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,25,From opposite direction - one stopped - head-on,0,0,N
2,-122.3726072,47.57900158,1189,106300,106300,3197879,Matched,Block,,HARBOR AVE SW BETWEEN SW FLORIDA ST AND SW HARBOR LN,,,2,Injury Collision,Rear Ended,2,0,0,2,2009/12/01 00:00:00+00,12-01-2009,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,9335012,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.370655,47.57178858,1190,210300,210540,3563619,Matched,Intersection,32116,HARBOR AVE SW AND SW SPOKANE NR ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2015/12/29 00:00:00+00,12/29/2015 11:10:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3194983,47.7194587,1191,81500,81500,3286628,Matched,Block,,NE 125TH ST BETWEEN 8TH AVE NE AND ROOSEVELT S WAY NE,,,1,Property Damage Only Collision,Other,3,0,0,2,2008/11/24 00:00:00+00,11/24/2008 10:37:00 AM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,8329023,,23,From same direction - all others,0,0,N
1,-122.381139,47.55925322,1192,143200,143200,2897714,Matched,Block,,SW EDMUNDS ST BETWEEN DEAD END 2 AND FAUNTLEROY WAY SW, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/02/27 00:00:00+00,2/27/2013 10:30:00 AM,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,,13058026,,32,One parked--one moving,0,0,N
1,-122.3330981,47.60965503,1193,113800,113800,3334913,Matched,Block,,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,,,1,Property Damage Only Collision,Parked Car,4,0,0,3,2010/02/15 00:00:00+00,2/15/2010 6:50:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Raining,Wet,Dark - Street Lights On,,10046027,,32,One parked--one moving,0,0,N
1,-122.3359124,47.60433864,1194,114600,114600,3345577,Matched,Block,,1ST AVE BETWEEN MARION ST AND MADISON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2010/08/22 00:00:00+00,8/22/2010 9:40:00 AM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,N,Unknown,Unknown,Unknown,,10234017,,32,One parked--one moving,0,0,N
2,-122.3440415,47.64873286,1195,205400,205560,3738885,Matched,Intersection,26895,WOODLAND PARK AVE N AND N 34TH ST, ,,2,Injury Collision,Rear Ended,4,0,0,3,2015/10/23 00:00:00+00,10/23/2015 6:36:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3203736,47.55272059,1196,152700,152720,3548597,Matched,Block,,AIRPORT WAY S BETWEEN S LUCILE ST AND CORSON AVE S, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/08/15 00:00:00+00,8/15/2013 5:35:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Wet,Dawn,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
2,-122.2921643,47.54131773,1197,130400,130400,3545544,Matched,Block,,S BRIGHTON ST BETWEEN 30TH AVE S AND 32ND AVE S,,,2,Injury Collision,Cycles,3,0,1,1,2011/06/29 00:00:00+00,6/29/2011 8:00:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,Y,11180005,,45,Vehicle - Pedalcyclist,0,0,N
1,-122.3620439,47.71156079,1199,178900,178940,3590736,Matched,Block,,NW 113TH PL BETWEEN 3RD AVE NW AND DEAD END,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,2014/10/25 00:00:00+00,10/25/2014 10:00:00 PM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Overcast,Wet,,,,,32,One parked--one moving,0,0,N
2,-122.2864886,47.5601082,1200,238600,239040,3756323,Matched,Block,,RAINIER AVE S BETWEEN S ALASKA ST AND S ANGELINE ST, ,,2,Injury Collision,Rear Ended,2,0,0,2,2017/04/03 00:00:00+00,04-03-2017 11:39,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3053948,47.62866001,1201,147000,147020,3476568,Matched,Block,,E PROSPECT ST BETWEEN 20TH AVE E AND 21ST AVE E, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/05/28 00:00:00+00,5/28/2013 12:09:00 PM,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Overcast,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3136036,47.62476006,1202,91100,91100,3274029,Matched,Block,,MALDEN AVE E BETWEEN E MERCER ST AND E ROY ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2008/08/21 00:00:00+00,8/21/2008 12:01:00 AM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Raining,Wet,Dark - Street Lights On,,8234031,,32,One parked--one moving,0,0,N
